       PADS LIBRARY (STD PCB Decals) DIRECTORY LISTING              VERSION:  2011-9-26 16:08:49
Item Name                                When Modified              Mount Type

1.25T-4-5AW                              08/19/11 11:28:46          S
AF5                                      08/18/11 13:47:21          L
AF6-3.5-14X8.3S                          08/18/11 13:48:33          S
AGP-FINGER                               09/27/09 11:41:35          N
ANT-2430-34X5                            02/14/11 17:41:13          L
ANT-AG-1                                 07/08/11 15:00:31          L
ANT-AG-2                                 07/08/11 15:01:53          L
ANT-REALTEK                              09/27/09 11:41:35          S
ANT-RT5370-5X11MM                        09/01/10 08:50:35          N
ANTAQ                                    08/19/11 11:29:23          S
AP_PIFA-23.4X4                           09/14/11 17:08:19          L
AVF7-SPDIF+3RCA                          08/19/11 11:29:39          L
BALUN-HHM1711D1                          05/20/11 11:26:41          S
BALUN-LDB21                              05/20/11 11:26:41          S
BAT2-27.8X22.8                           09/27/09 11:41:35          L
BAT2-4.8X4.8                             08/18/11 13:52:26          S
BAT3-7.9X5.1                             08/18/11 13:52:59          S
BGA107-080-1014                          05/20/11 11:26:41          S
BGA117-1-0913                            05/20/11 11:26:41          S
BGA121-080-1111                          05/20/11 11:26:41          S
BGA121-1-1212                            05/20/11 11:26:41          S
BGA180-080-1414                          05/20/11 11:26:41          S
BGA196-080-1414                          05/20/11 11:26:41          S
BGA196-1-1414                            05/20/11 11:26:41          S
BGA20-040-0606                           05/20/11 11:26:41          S
BGA213-065-1818                          06/02/11 09:08:41          S
BGA224-080-1515                          05/20/11 11:26:41          S
BGA233-080-1717                          05/20/11 11:26:41          S
BGA240-080-1818                          08/15/11 16:38:36          S
BGA244-050-2121                          05/20/11 11:26:41          S
BGA256-1-1616                            05/20/11 11:26:41          S
BGA260-050-2222                          05/20/11 11:26:42          S
BGA260-1-1818                            05/20/11 11:26:42          S
BGA264-065-1717                          06/02/11 09:12:35          S
BGA269-080-1717                          08/19/11 15:12:11          S
BGA28-080-0606                           08/19/11 17:02:12          S
BGA289-080-1717                          05/20/11 11:26:42          S
BGA292-080-2020                          05/20/11 11:26:42          S
BGA304-065-2020                          06/02/11 09:12:51          S
BGA320-1-2020                            06/02/11 10:06:45          S
BGA326-080-2020                          05/20/11 11:26:42          S
BGA337-050-2323                          05/20/11 11:26:42          S
BGA337-080-2020                          05/20/11 11:26:42          S
BGA339-065-2222                          06/02/11 09:13:36          S
BGA340-1-2222                            06/02/11 09:19:29          S
BGA349-065-2222                          06/02/11 09:13:50          S
BGA352-065-2222                          06/02/11 09:14:05          S
BGA352-1-2222                            05/20/11 11:26:42          S
BGA362-050-2525                          05/20/11 11:26:42          S
BGA364-1-2020                            05/20/11 11:26:42          S
BGA364-1-2222                            05/20/11 11:26:42          S
BGA366-065-2222                          06/02/11 09:14:26          S
BGA384-050-2424                          05/20/11 11:26:42          S
BGA400-080-2020                          05/20/11 11:26:42          S
BGA400-1-2020                            05/20/11 11:26:42          S
BGA400-1.27-2020                         09/23/11 16:45:37          S
BGA409-065-2727                          06/28/11 16:41:04          S
BGA420-1-2222                            05/20/11 11:26:42          S
BGA444-1-2626                            05/20/11 11:26:42          S
BGA448-065-2424                          08/24/11 16:22:42          S
BGA452-127-2626                          05/20/11 11:26:42          S
BGA457-080-2525                          05/20/11 11:26:42          S
BGA458-1-3030                            05/20/11 11:26:42          S
BGA484-1-2222                            05/20/11 11:26:42          S
BGA492-127-2626                          05/20/11 11:26:42          S
BGA56-050-1014                           05/20/11 11:26:42          S
BGA564-1-2626                            05/20/11 11:26:42          S
BGA596-1-3434                            05/20/11 11:26:42          S
BGA617-1-2626                            05/20/11 11:26:42          S
BGA625-080-2525                          05/20/11 11:26:43          S
BGA676-1-2626                            05/20/11 11:26:43          S
BGA676-127-2626                          05/20/11 11:26:43          S
BGA680-1-3939                            05/20/11 11:26:43          S
BGA757-1-3939                            05/20/11 11:26:43          S
BGA78-080-0913                           08/17/11 16:13:42          S
BGA788-1-3636                            05/20/11 11:26:43          S
BGA84-080-0915                           05/20/11 11:26:43          S
BGA9-050-0303                            05/20/11 11:26:43          S
BGA900-1-3030                            06/02/11 09:24:51          S
BGA96-060-1010                           05/20/11 11:26:43          S
BNC-JACK                                 07/22/11 10:25:41          L
BPF2-2X1.25                              08/18/11 13:54:04          S
BPF2012                                  09/07/11 16:26:48          S
BPF2520                                  08/18/11 13:56:11          S
BPF6-1608                                08/18/11 13:56:38          S
BPF6-2012                                08/18/11 13:57:42          S
BPF6-2X1.25                              08/18/11 13:59:55          S
BPF6-N                                   08/18/11 14:02:06          S
BPF8-2012                                08/17/11 08:53:34          S
BUZ2-1212-5                              08/03/11 09:42:48          L
BUZ2-1212-6.5                            08/03/11 09:35:48          L
BUZ2-1212-7.6                            08/03/11 09:43:30          L
C0201                                    08/18/11 14:03:10          S
C0402                                    08/18/11 14:03:25          S
C0603                                    08/18/11 14:03:51          S
C0805                                    05/20/11 11:26:41          S
C1206                                    08/18/11 14:35:07          S
C1210                                    08/18/11 14:35:48          S
C1812                                    08/18/11 14:36:21          S
C2512                                    08/18/11 14:36:51          S
C3528                                    08/18/11 14:37:15          S
C7343                                    08/18/11 14:38:06          S
CAF95901                                 08/18/11 14:38:38          S
CAP-10                                   11/26/10 15:23:07          L
CAP-10-A                                 01/04/11 15:09:36          L
CAP-10-X                                 11/26/10 15:22:57          L
CAP-10A                                  08/18/11 14:39:16          L
CAP-15                                   11/26/10 15:23:27          L
CAP-16                                   11/26/10 15:23:36          L
CAP-5                                    11/26/10 15:23:49          L
CAP-5A                                   08/18/11 14:40:13          L
CAP-7.5                                  08/18/11 14:40:42          L
CAP-7.5-A                                01/11/11 10:08:07          L
CAP-D16                                  12/24/10 14:24:14          L
CAPC-D10                                 09/21/11 10:45:27          L
CAPC-D10A                                01/04/11 15:09:36          L
CAPC-D13                                 11/26/10 15:24:59          L
CAPC-D16                                 11/26/10 15:25:32          L
CAPC-D4                                  05/18/11 15:52:46          L
CAPC-D5                                  08/18/11 14:47:17          L
CAPC-D6.3                                09/21/11 10:44:55          L
CAPC-D8                                  08/18/11 14:48:47          L
CAPD10                                   11/26/10 15:26:43          L
CAPD13                                   11/26/10 15:26:58          L
CAPD16                                   12/27/10 10:50:31          L
CF-50-SK                                 08/17/11 16:37:09          S
CH4-10X8                                 11/26/10 15:27:56          L
CH4-1210                                 11/26/10 15:28:11          L
CH4-16X11.5                              11/26/10 15:28:22          L
CH4-2516                                 11/26/10 15:28:36          L
CH4-2723                                 06/22/11 11:20:36          L
CH6-1409                                 11/26/10 15:28:51          L
CMC4-2X1.2                               08/18/11 14:50:14          S
COM2325-22                               08/19/11 11:33:39          S
CRY2-11X4.65                             08/18/11 14:51:43          L
CRY2-8.2X3.2                             09/27/09 11:41:35          L
CS500X2                                  05/31/11 15:08:21          L
CS500X2A                                 05/31/11 15:07:51          L
DB25-HF                                  11/26/10 16:34:02          L
DB9                                      08/18/11 14:52:41          L
DC-HOLE                                  07/30/10 10:11:58          L
DDR3-DIMM                                08/18/11 08:44:21          L
DFN10-2.5X1                              05/20/11 11:26:40          S
DFN10-3X3                                08/18/11 14:53:30          S
DFN12-3X3                                08/19/11 11:34:27          S
DFN12-4X3                                08/18/11 14:54:40          S
DFN14-4X3                                08/19/11 11:35:47          S
DFN16-4X1.6                              08/18/11 14:55:25          S
DFN6-1.5X1.5                             05/20/11 11:26:40          S
DFN6-2X2                                 08/18/11 14:56:22          S
DFN6-3X3                                 08/18/11 14:56:44          S
DFN8-2X2                                 08/18/11 14:57:49          S
DFN8-3X3                                 08/18/11 14:58:26          S
DFN8-8X6                                 08/18/11 14:58:52          S
DIN-0316-F                               11/26/10 17:05:23          L
DIP10-100-200                            04/26/11 09:20:54          L
DIP20-100-300                            04/26/11 09:21:06          L
DIP28-100-600                            04/26/11 09:21:18          L
DIP32-100-600                            04/26/11 09:21:30          L
DIP4-100-300                             11/26/10 17:06:21          L
DIP4-100-420                             11/26/10 17:06:30          L
DIP6-100-300                             03/29/11 14:10:04          L
DIP8-100-300                             11/26/10 17:06:41          L
DLW21S                                   08/18/11 15:00:15          S
DO-10                                    08/18/11 15:01:03          L
DO-10A                                   11/26/10 17:07:24          L
DO-12.5                                  09/27/09 11:41:35          L
DO-14.5                                  08/18/11 15:01:29          L
DO-14.5A                                 08/18/11 15:01:51          L
DO-15                                    01/26/10 18:04:38          L
DO-3.8                                   08/18/11 15:28:29          L
DO-4                                     08/18/11 15:28:58          L
DO-6                                     08/18/11 15:29:25          L
DPLX7гн31X22.6                           08/10/11 16:52:38          L
DQFN164-AR9330-2                         09/13/11 16:17:44          S
DQFN164-AR9330-4                         09/16/11 15:27:58          S
DQFN164-AR9341-2                         09/13/11 16:23:54          S
DQFN164-AR9341-4                         09/13/11 16:34:07          S
DSW14                                    08/18/11 15:30:32          L
DSW5                                     08/18/11 15:31:10          L
DSW6                                     08/18/11 15:31:32          L
DSW8                                     11/26/10 17:11:21          L
E-CARD-26D                               09/01/11 15:45:55          S
ESATA7-1.27-21.1X13.6                    01/25/11 08:54:37          L
EX-LED                                   09/27/09 11:41:35          S
EX-LED1                                  09/27/09 11:41:35          S
FAN2                                     11/26/10 17:11:49          L
FAN3                                     11/26/10 17:11:56          L
FB2-400                                  11/26/10 17:12:03          L
FB2-512                                  11/26/10 17:12:09          L
FIL-LPF5                                 09/27/09 11:41:35          S
FU-M\B                                   06/02/11 11:03:26          S
FU-M\S                                   06/02/11 10:43:19          S
FU-M\TOP                                 06/02/11 10:15:06          S
FUSE2-200                                11/26/10 17:12:28          L
FUSE2-200A                               11/26/10 17:12:38          L
FUSE2-SS-5                               12/27/10 10:50:54          L
HCX-8F                                   08/18/11 15:33:02          S
HDMI-A-0.5-15X11.6S                      05/20/11 11:26:43          S
HEADER26                                 11/26/10 17:30:24          L
HEADER40                                 11/26/10 17:31:44          L
HPF5                                     07/19/10 17:34:55          S
HQFN24-050-0404                          08/19/11 11:38:50          S
HS-2828                                  09/27/09 11:41:35          L
HS-3535                                  09/27/09 11:41:35          L
HS-4040                                  09/27/09 11:41:35          L
HS-4040A                                 09/27/09 11:41:35          L
HS-5435A                                 09/27/09 11:41:35          L
HS-5452                                  09/27/09 11:41:35          L
HS-5555A                                 09/27/09 11:41:35          L
IC100                                    09/27/09 11:41:35          L
IC128                                    09/27/09 11:41:35          L
IC208                                    09/27/09 11:41:35          L
IRM-2.54                                 04/02/11 15:08:27          L
ISA20                                    06/18/10 15:36:17          L
JGC2                                     08/18/11 15:35:44          L
JGC4                                     08/18/11 15:36:09          L
JP-0102                                  11/26/10 17:33:05          L
JP-0103                                  11/26/10 17:33:15          L
JP-0104                                  11/26/10 17:33:25          L
JP-0104A                                 07/22/11 10:22:44          L
JP-0105                                  11/26/10 17:33:33          L
JP-0106-2                                08/29/11 15:43:05          L
JP-0107                                  06/17/11 16:00:55          L
JP-0108                                  11/26/10 17:33:44          L
JP-0109                                  03/15/11 17:17:06          L
JP-0140-1.27                             05/31/11 17:55:38          L
JP-0202                                  08/18/11 15:36:51          L
JP-0203                                  08/18/11 15:37:00          L
JP-0204-TB                               09/08/11 11:32:09          L
JP-0205                                  08/18/11 15:37:09          L
JP-0205A                                 11/26/10 17:34:24          L
JP-0205O                                 11/26/10 17:34:36          L
JP-0206                                  08/18/11 15:37:26          L
JP-0207                                  08/18/11 15:37:40          L
JP-0208                                  08/18/11 15:37:55          L
JP-0208A                                 11/26/10 17:34:51          L
JP-0213                                  08/18/11 15:38:15          L
JP-0213A                                 11/26/10 17:35:09          L
JP-0215A                                 03/02/11 11:03:29          L
JP-0216                                  08/18/11 15:38:37          L
JP-0220A                                 11/26/10 17:35:28          L
KBP206                                   06/18/10 15:36:41          L
L2-12X7                                  08/18/11 15:45:24          L
L2-15X7                                  11/26/10 15:31:18          L
L2-15X7.5                                11/26/10 15:31:28          L
L2-16.8X10                               11/26/10 15:31:37          L
L2-16.8X7.5                              11/26/10 15:31:55          L
L2-16.8X8                                11/26/10 15:32:03          L
L2-20X9.5                                08/18/11 15:46:07          L
L2-21.5X10                               07/29/11 09:21:30          L
L2-22X11                                 08/18/11 15:46:32          L
L2-23.5X9.5                              08/18/11 15:46:43          L
LASER-40X25                              06/18/10 15:38:20          L
LC2-D10.5                                11/26/10 15:33:05          L
LC2-D5                                   09/13/11 09:46:19          L
LC2-D5.5                                 05/18/11 15:47:40          L
LC2-D5S                                  01/04/11 15:09:36          L
LC2-D6                                   05/13/11 16:32:47          L
LC2-D6.5                                 01/04/11 15:08:56          L
LC2-D7.5                                 11/26/10 15:34:01          L
LC2-D9                                   11/26/10 15:34:07          L
LC6-D21.5                                06/01/11 09:24:03          L
LCD37-080-2.4                            05/19/11 17:01:23          S
LCD37-080-3.0                            05/19/11 17:01:23          S
LCD37-1-2.8                              05/19/11 17:01:23          S
LD8-8.2X10.5                             05/05/11 08:29:06          L
LED-1                                    08/18/11 15:49:54          L
LED-2                                    08/18/11 15:49:05          L
LED-2A                                   04/19/11 08:52:40          L
LED-3                                    08/18/11 15:50:31          L
LED-4                                    08/18/11 15:51:06          L
LED-6                                    11/26/10 15:35:47          L
LED-8                                    11/26/10 15:35:54          L
LED10MM                                  11/26/10 15:36:01          L
LED3MM                                   08/18/11 15:52:57          L
LED3MM-2C                                08/18/11 15:53:32          L
LED5MM                                   08/19/11 11:27:36          L
LPCC108-040-1212A                        08/16/11 15:32:18          S
LPCC108-040-1212A8.2X6.1                 09/13/11 14:16:11          S
LPCC56-040-0707                          08/18/11 15:55:07          S
LPCC64-050-0909A                         06/01/11 14:45:48          S
LPCC68-050-1010A                         06/01/11 14:48:09          S
LPCC88-040-1010A                         08/18/11 15:56:36          S
LQFP128-040-1414                         08/18/11 10:36:31          S
LQFP128-040-1414A                        08/18/11 10:36:59          S
LQFP128-040-1414A5.72X5.72               08/18/11 10:40:50          S
LQFP128-040-1414A6X5                     08/18/11 10:42:47          S
LQFP128-050-2014                         06/01/11 17:16:22          S
LQFP128-050-2014A                        06/01/11 17:16:42          S
LQFP128-050-2014A6.8X5.9                 06/01/11 17:17:06          S
LQFP128-050-2014L                        06/01/11 17:17:26          S
LQFP144-050-2020A                        08/18/11 11:15:55          S
LQFP164-040-2020A                        08/18/11 11:21:09          S
LQFP216-040-2424A                        06/01/11 16:37:31          S
LQFP216-040-2424A11.8X10.2               06/01/11 16:39:17          S
LQFP256-040-2828A                        06/01/11 16:40:08          S
LQFP48-050-0707                          09/01/11 11:32:59          S
LQFP64-050-1010A                         06/01/11 17:18:21          S
LQFP80-050-1212A                         08/18/11 11:23:33          S
LQFP80-065-1414                          08/18/11 11:24:40          S
MC0402                                   08/16/11 17:03:02          S
MC0603                                   08/25/11 15:58:31          S
MC0805                                   08/18/11 15:58:30          S
MC901                                    05/20/11 11:26:39          S
MCM16-085-0404                           08/18/11 15:58:47          S
